hex_id,stat,utci_present,utci_2050,utci_2090
321,typical_day_mean_utci,34.88,39.33,42.82
360,typical_day_mean_utci,35.01,39.5,43.03
322,typical_day_mean_utci,34.6,38.99,42.41
361,typical_day_mean_utci,34.85,39.29,42.77
323,typical_day_mean_utci,34.33,38.65,42.0
362,typical_day_mean_utci,34.88,39.31,42.79
324,typical_day_mean_utci,34.11,38.39,41.71
556,typical_day_mean_utci,34.84,39.27,42.74
517,typical_day_mean_utci,34.93,39.38,42.88
595,typical_day_mean_utci,34.89,39.34,42.83
557,typical_day_mean_utci,35.12,39.61,43.15
518,typical_day_mean_utci,34.69,39.11,42.58
596,typical_day_mean_utci,35.24,39.77,43.36
558,typical_day_mean_utci,35.32,39.9,43.53
519,typical_day_mean_utci,35.23,39.78,43.39
597,typical_day_mean_utci,35.27,39.81,43.4
559,typical_day_mean_utci,35.34,39.94,43.59
169,typical_day_mean_utci,33.89,38.11,41.36
130,typical_day_mean_utci,33.88,38.11,41.36
170,typical_day_mean_utci,33.89,38.11,41.36
131,typical_day_mean_utci,33.89,38.11,41.36
55,typical_day_mean_utci,33.98,38.22,41.49
208,typical_day_mean_utci,33.99,38.24,41.51
286,typical_day_mean_utci,34.09,38.36,41.66
248,typical_day_mean_utci,33.99,38.24,41.52
209,typical_day_mean_utci,33.96,38.2,41.48
287,typical_day_mean_utci,35.19,39.75,43.35
249,typical_day_mean_utci,34.3,38.61,41.95
210,typical_day_mean_utci,34.75,39.19,42.66
288,typical_day_mean_utci,35.31,39.93,43.59
250,typical_day_mean_utci,35.27,39.88,43.54
211,typical_day_mean_utci,35.12,39.68,43.29
171,typical_day_mean_utci,33.88,38.1,41.35
93,typical_day_mean_utci,33.91,38.13,41.39
132,typical_day_mean_utci,33.95,38.19,41.45
172,typical_day_mean_utci,34.17,38.45,41.77
94,typical_day_mean_utci,33.86,38.07,41.3
133,typical_day_mean_utci,34.01,38.25,41.53
95,typical_day_mean_utci,33.98,38.22,41.49
173,typical_day_mean_utci,35.05,39.57,43.13
134,typical_day_mean_utci,33.98,38.21,41.49
174,typical_day_mean_utci,35.15,39.74,43.37
289,typical_day_mean_utci,35.28,39.92,43.61
251,typical_day_mean_utci,35.3,39.99,43.74
212,typical_day_mean_utci,35.3,39.97,43.68
290,typical_day_mean_utci,35.21,39.8,43.44
252,typical_day_mean_utci,35.29,39.96,43.68
213,typical_day_mean_utci,35.29,39.99,43.73
291,typical_day_mean_utci,35.27,39.94,43.65
253,typical_day_mean_utci,35.31,39.96,43.65
214,typical_day_mean_utci,35.27,39.86,43.49
292,typical_day_mean_utci,35.29,39.98,43.72
56,typical_day_mean_utci,33.88,38.1,41.35
96,typical_day_mean_utci,33.96,38.2,41.47
57,typical_day_mean_utci,33.89,38.11,41.36
19,typical_day_mean_utci,33.9,38.12,41.38
97,typical_day_mean_utci,34.01,38.25,41.54
58,typical_day_mean_utci,33.72,37.88,41.08
20,typical_day_mean_utci,33.9,38.13,41.38
98,typical_day_mean_utci,34.23,38.52,41.85
59,typical_day_mean_utci,33.64,37.77,40.94
135,typical_day_mean_utci,34.1,38.33,41.59
175,typical_day_mean_utci,35.31,39.93,43.59
136,typical_day_mean_utci,35.04,39.53,43.07
176,typical_day_mean_utci,35.12,39.62,43.16
137,typical_day_mean_utci,34.61,38.99,42.42
215,typical_day_mean_utci,34.56,38.92,42.33
177,typical_day_mean_utci,34.66,39.05,42.48
216,typical_day_mean_utci,34.84,39.27,42.74
138,typical_day_mean_utci,34.57,38.95,42.37
178,typical_day_mean_utci,34.83,39.25,42.72
254,typical_day_mean_utci,35.03,39.5,43.01
293,typical_day_mean_utci,34.35,38.69,42.06
255,typical_day_mean_utci,34.38,38.74,42.14
294,typical_day_mean_utci,34.49,38.88,42.32
256,typical_day_mean_utci,34.58,38.97,42.4
295,typical_day_mean_utci,35.1,39.6,43.14
257,typical_day_mean_utci,35.01,39.46,42.95
296,typical_day_mean_utci,35.01,39.47,42.99
258,typical_day_mean_utci,34.94,39.38,42.87
297,typical_day_mean_utci,35.06,39.55,43.1
99,typical_day_mean_utci,34.03,38.29,41.58
21,typical_day_mean_utci,33.75,37.95,41.18
60,typical_day_mean_utci,33.59,37.7,40.85
22,typical_day_mean_utci,33.54,37.66,40.82
100,typical_day_mean_utci,34.14,38.42,41.75
61,typical_day_mean_utci,33.5,37.59,40.71
23,typical_day_mean_utci,33.29,37.45,40.64
101,typical_day_mean_utci,34.46,38.83,42.23
62,typical_day_mean_utci,34.52,38.86,42.24
24,typical_day_mean_utci,33.82,38.12,41.47
139,typical_day_mean_utci,34.9,39.37,42.89
217,typical_day_mean_utci,34.67,39.05,42.48
179,typical_day_mean_utci,35.16,39.68,43.26
140,typical_day_mean_utci,35.19,39.74,43.35
218,typical_day_mean_utci,34.89,39.34,42.84
180,typical_day_mean_utci,35.07,39.57,43.12
219,typical_day_mean_utci,35.13,39.6,43.13
141,typical_day_mean_utci,34.9,39.38,42.91
181,typical_day_mean_utci,34.53,38.89,42.28
142,typical_day_mean_utci,34.2,38.49,41.82
440,typical_day_mean_utci,34.68,39.07,42.49
402,typical_day_mean_utci,34.93,39.38,42.88
480,typical_day_mean_utci,34.15,38.43,41.74
441,typical_day_mean_utci,34.83,39.23,42.67
403,typical_day_mean_utci,33.82,38.0,41.21
481,typical_day_mean_utci,35.32,39.93,43.59
442,typical_day_mean_utci,34.63,38.99,42.39
482,typical_day_mean_utci,35.38,40.05,43.77
404,typical_day_mean_utci,34.71,39.1,42.54
443,typical_day_mean_utci,34.59,38.98,42.41
363,typical_day_mean_utci,34.04,38.31,41.61
325,typical_day_mean_utci,33.7,37.88,41.09
364,typical_day_mean_utci,33.91,38.17,41.46
326,typical_day_mean_utci,34.36,38.68,42.04
365,typical_day_mean_utci,34.37,38.7,42.07
327,typical_day_mean_utci,35.27,39.89,43.55
366,typical_day_mean_utci,34.78,39.18,42.62
328,typical_day_mean_utci,35.37,40.03,43.74
367,typical_day_mean_utci,35.35,39.98,43.65
329,typical_day_mean_utci,35.34,39.98,43.67
598,typical_day_mean_utci,35.22,39.79,43.41
520,typical_day_mean_utci,35.27,39.88,43.53
560,typical_day_mean_utci,35.33,39.94,43.6
599,typical_day_mean_utci,35.31,39.92,43.58
521,typical_day_mean_utci,35.32,39.95,43.64
561,typical_day_mean_utci,35.37,40.03,43.74
600,typical_day_mean_utci,35.35,40.0,43.69
522,typical_day_mean_utci,35.29,39.9,43.57
562,typical_day_mean_utci,35.31,39.96,43.65
523,typical_day_mean_utci,35.17,39.73,43.34
405,typical_day_mean_utci,34.57,38.93,42.33
483,typical_day_mean_utci,35.21,39.77,43.38
444,typical_day_mean_utci,34.92,39.4,42.93
406,typical_day_mean_utci,35.3,39.88,43.51
484,typical_day_mean_utci,34.97,39.49,43.06
445,typical_day_mean_utci,34.78,39.17,42.62
407,typical_day_mean_utci,35.23,39.78,43.38
485,typical_day_mean_utci,34.48,38.82,42.2
446,typical_day_mean_utci,35.16,39.67,43.22
486,typical_day_mean_utci,34.97,39.5,43.07
601,typical_day_mean_utci,35.31,39.94,43.62
563,typical_day_mean_utci,35.25,39.85,43.5
524,typical_day_mean_utci,34.88,39.4,42.96
602,typical_day_mean_utci,35.26,39.92,43.63
564,typical_day_mean_utci,35.28,39.94,43.66
603,typical_day_mean_utci,35.26,39.95,43.69
525,typical_day_mean_utci,35.21,39.84,43.52
565,typical_day_mean_utci,35.26,39.96,43.71
604,typical_day_mean_utci,34.37,38.72,42.11
526,typical_day_mean_utci,34.85,39.28,42.75
368,typical_day_mean_utci,35.33,39.98,43.67
330,typical_day_mean_utci,35.35,40.08,43.86
408,typical_day_mean_utci,35.29,39.88,43.53
369,typical_day_mean_utci,35.34,40.04,43.8
331,typical_day_mean_utci,35.29,40.01,43.78
409,typical_day_mean_utci,35.31,39.95,43.64
370,typical_day_mean_utci,34.57,38.95,42.37
332,typical_day_mean_utci,34.85,39.36,42.92
410,typical_day_mean_utci,35.17,39.81,43.52
371,typical_day_mean_utci,33.75,37.93,41.18
447,typical_day_mean_utci,35.35,39.97,43.64
487,typical_day_mean_utci,35.05,39.54,43.08
448,typical_day_mean_utci,35.27,39.87,43.51
488,typical_day_mean_utci,34.75,39.1,42.5
527,typical_day_mean_utci,34.71,39.06,42.45
449,typical_day_mean_utci,34.97,39.43,42.95
489,typical_day_mean_utci,34.56,38.86,42.22
450,typical_day_mean_utci,35.02,39.52,43.08
528,typical_day_mean_utci,34.74,39.11,42.54
490,typical_day_mean_utci,33.82,37.9,41.03
566,typical_day_mean_utci,34.03,38.28,41.55
605,typical_day_mean_utci,34.17,38.46,41.78
567,typical_day_mean_utci,34.26,38.55,41.88
606,typical_day_mean_utci,33.93,38.15,41.41
568,typical_day_mean_utci,34.72,39.09,42.51
607,typical_day_mean_utci,34.33,38.64,41.98
569,typical_day_mean_utci,34.94,39.44,42.99
608,typical_day_mean_utci,34.8,39.21,42.66
570,typical_day_mean_utci,34.83,39.29,42.8
609,typical_day_mean_utci,35.14,39.78,43.46
333,typical_day_mean_utci,33.85,37.97,41.16
411,typical_day_mean_utci,35.26,39.86,43.51
372,typical_day_mean_utci,34.99,39.46,42.99
412,typical_day_mean_utci,34.91,39.36,42.87
334,typical_day_mean_utci,34.7,39.06,42.48
373,typical_day_mean_utci,33.82,37.97,41.19
413,typical_day_mean_utci,34.53,38.89,42.32
335,typical_day_mean_utci,34.46,38.79,42.16
374,typical_day_mean_utci,34.39,38.7,42.06
414,typical_day_mean_utci,35.04,39.55,43.1
529,typical_day_mean_utci,34.72,39.1,42.54
451,typical_day_mean_utci,34.51,38.87,42.29
491,typical_day_mean_utci,32.45,36.17,38.97
530,typical_day_mean_utci,32.74,36.49,39.29
452,typical_day_mean_utci,34.39,38.69,42.05
492,typical_day_mean_utci,35.12,39.68,43.29
531,typical_day_mean_utci,34.55,38.89,42.29
453,typical_day_mean_utci,35.06,39.6,43.19
493,typical_day_mean_utci,35.28,39.83,43.44
454,typical_day_mean_utci,35.09,39.61,43.17
102,typical_day_mean_utci,35.01,39.52,43.07
63,typical_day_mean_utci,34.91,39.33,42.8
25,typical_day_mean_utci,33.75,37.97,41.23
103,typical_day_mean_utci,34.49,38.85,42.24
64,typical_day_mean_utci,33.99,38.22,41.48
26,typical_day_mean_utci,34.03,38.27,41.56
104,typical_day_mean_utci,33.89,38.11,41.36
65,typical_day_mean_utci,33.88,38.09,41.34
105,typical_day_mean_utci,33.92,38.15,41.42
220,typical_day_mean_utci,34.9,39.34,42.82
182,typical_day_mean_utci,34.67,39.07,42.52
221,typical_day_mean_utci,34.84,39.27,42.76
143,typical_day_mean_utci,34.38,38.71,42.09
183,typical_day_mean_utci,34.52,38.9,42.33
222,typical_day_mean_utci,35.05,39.55,43.09
144,typical_day_mean_utci,34.24,38.54,41.89
184,typical_day_mean_utci,33.99,38.24,41.52
223,typical_day_mean_utci,34.63,39.01,42.43
145,typical_day_mean_utci,33.88,38.1,41.35
259,typical_day_mean_utci,35.19,39.7,43.26
298,typical_day_mean_utci,35.0,39.46,42.96
260,typical_day_mean_utci,35.23,39.76,43.34
299,typical_day_mean_utci,35.28,39.86,43.49
261,typical_day_mean_utci,35.1,39.58,43.11
300,typical_day_mean_utci,35.06,39.56,43.11
262,typical_day_mean_utci,35.18,39.7,43.27
301,typical_day_mean_utci,35.11,39.59,43.11
263,typical_day_mean_utci,35.06,39.56,43.1
302,typical_day_mean_utci,35.1,39.6,43.15
66,typical_day_mean_utci,33.88,38.1,41.34
106,typical_day_mean_utci,33.88,38.09,41.34
185,typical_day_mean_utci,33.91,38.14,41.39
146,typical_day_mean_utci,33.9,38.12,41.38
224,typical_day_mean_utci,34.68,39.08,42.52
186,typical_day_mean_utci,33.9,38.12,41.37
225,typical_day_mean_utci,34.03,38.27,41.55
187,typical_day_mean_utci,33.65,37.86,41.11
226,typical_day_mean_utci,33.91,38.13,41.38
264,typical_day_mean_utci,34.49,38.85,42.25
303,typical_day_mean_utci,34.64,39.04,42.48
265,typical_day_mean_utci,33.88,38.1,41.34
304,typical_day_mean_utci,34.35,38.69,42.06
266,typical_day_mean_utci,33.9,38.12,41.38
305,typical_day_mean_utci,33.98,38.23,41.5
336,typical_day_mean_utci,34.56,38.92,42.32
