hex_id,stat,utci_present,utci_2050,utci_2090
3991,typical_day_mean_utci,30.14,31.58,32.68
4205,typical_day_mean_utci,29.3,30.72,31.76
4099,typical_day_mean_utci,30.23,31.64,32.73
4738,typical_day_mean_utci,32.26,33.72,34.9
4524,typical_day_mean_utci,30.6,32.07,33.19
4631,typical_day_mean_utci,30.9,32.36,33.5
4739,typical_day_mean_utci,30.23,31.69,32.79
4525,typical_day_mean_utci,30.14,31.6,32.71
4632,typical_day_mean_utci,30.08,31.55,32.65
4526,typical_day_mean_utci,31.54,32.98,34.13
4740,typical_day_mean_utci,31.62,33.07,34.23
4633,typical_day_mean_utci,31.65,33.09,34.23
4741,typical_day_mean_utci,33.44,34.89,36.12
4416,typical_day_mean_utci,30.55,32.01,33.14
4310,typical_day_mean_utci,32.13,33.59,34.76
4417,typical_day_mean_utci,31.34,32.8,33.95
4311,typical_day_mean_utci,30.56,32.02,33.13
4418,typical_day_mean_utci,30.99,32.44,33.58
4312,typical_day_mean_utci,30.14,31.6,32.7
4419,typical_day_mean_utci,30.44,31.9,33.01
4313,typical_day_mean_utci,29.9,31.36,32.46
4420,typical_day_mean_utci,30.13,31.6,32.71
4314,typical_day_mean_utci,29.28,30.72,31.78
4527,typical_day_mean_utci,29.71,31.17,32.25
4634,typical_day_mean_utci,33.07,34.52,35.73
4528,typical_day_mean_utci,32.97,34.43,35.64
4742,typical_day_mean_utci,33.65,35.1,36.34
4635,typical_day_mean_utci,33.21,34.67,35.89
4529,typical_day_mean_utci,30.55,32.01,33.13
4743,typical_day_mean_utci,31.68,33.13,34.27
4636,typical_day_mean_utci,32.51,33.96,35.14
4530,typical_day_mean_utci,30.13,31.59,32.71
4744,typical_day_mean_utci,32.03,33.48,34.64
3882,typical_day_mean_utci,31.33,32.78,33.92
3775,typical_day_mean_utci,28.45,29.88,30.91
3883,typical_day_mean_utci,30.22,31.67,32.76
3776,typical_day_mean_utci,28.27,29.7,30.72
3884,typical_day_mean_utci,29.95,31.42,32.52
3885,typical_day_mean_utci,30.0,31.46,32.56
3886,typical_day_mean_utci,28.29,29.72,30.74
3887,typical_day_mean_utci,28.27,29.7,30.71
3992,typical_day_mean_utci,30.28,31.74,32.85
4206,typical_day_mean_utci,29.73,31.15,32.22
4100,typical_day_mean_utci,33.01,34.48,35.71
3993,typical_day_mean_utci,28.55,29.99,31.01
4207,typical_day_mean_utci,29.51,30.95,32.02
4101,typical_day_mean_utci,30.68,32.13,33.25
4208,typical_day_mean_utci,31.29,32.74,33.89
3994,typical_day_mean_utci,28.27,29.7,30.71
4102,typical_day_mean_utci,29.43,30.88,31.95
4209,typical_day_mean_utci,31.58,33.02,34.16
4421,typical_day_mean_utci,29.56,31.0,32.08
4315,typical_day_mean_utci,30.08,31.53,32.62
4422,typical_day_mean_utci,30.18,31.62,32.71
4316,typical_day_mean_utci,31.82,33.27,34.42
4423,typical_day_mean_utci,33.66,35.12,36.35
4317,typical_day_mean_utci,32.62,34.08,35.27
4424,typical_day_mean_utci,33.13,34.6,35.81
4318,typical_day_mean_utci,31.97,33.44,34.61
4425,typical_day_mean_utci,33.22,34.69,35.92
4319,typical_day_mean_utci,33.54,35.01,36.25
3995,typical_day_mean_utci,28.26,29.7,30.71
4103,typical_day_mean_utci,29.59,31.03,32.1
4210,typical_day_mean_utci,32.88,34.34,35.53
3996,typical_day_mean_utci,28.27,29.7,30.71
4104,typical_day_mean_utci,29.54,30.98,32.04
4211,typical_day_mean_utci,32.74,34.19,35.4
3997,typical_day_mean_utci,28.29,29.72,30.73
4105,typical_day_mean_utci,29.6,31.04,32.11
3998,typical_day_mean_utci,28.33,29.77,30.78
4212,typical_day_mean_utci,32.98,34.44,35.65
4637,typical_day_mean_utci,30.43,31.89,33.0
4745,typical_day_mean_utci,31.85,33.29,34.46
4531,typical_day_mean_utci,32.72,34.19,35.4
4638,typical_day_mean_utci,33.16,34.61,35.83
4746,typical_day_mean_utci,33.55,35.0,36.22
4532,typical_day_mean_utci,33.89,35.36,36.61
4639,typical_day_mean_utci,32.82,34.28,35.48
4747,typical_day_mean_utci,32.9,34.33,35.53
4533,typical_day_mean_utci,33.6,35.06,36.29
4640,typical_day_mean_utci,32.22,33.67,34.85
4426,typical_day_mean_utci,32.51,33.96,35.16
4320,typical_day_mean_utci,32.13,33.59,34.76
4427,typical_day_mean_utci,32.33,33.79,34.96
4321,typical_day_mean_utci,32.01,33.46,34.63
4428,typical_day_mean_utci,31.95,33.4,34.55
4214,typical_day_mean_utci,31.6,33.06,34.21
4322,typical_day_mean_utci,31.66,33.1,34.25
4215,typical_day_mean_utci,32.11,33.56,34.73
4429,typical_day_mean_utci,32.36,33.81,34.99
4323,typical_day_mean_utci,31.9,33.35,34.5
4748,typical_day_mean_utci,32.92,34.36,35.57
4534,typical_day_mean_utci,32.45,33.91,35.09
4641,typical_day_mean_utci,32.64,34.1,35.3
4749,typical_day_mean_utci,32.6,34.05,35.24
4535,typical_day_mean_utci,32.06,33.52,34.7
4642,typical_day_mean_utci,32.24,33.71,34.91
4536,typical_day_mean_utci,29.88,31.32,32.4
4750,typical_day_mean_utci,30.4,31.86,32.97
4643,typical_day_mean_utci,29.87,31.33,32.43
4537,typical_day_mean_utci,29.72,31.16,32.22
4106,typical_day_mean_utci,29.45,30.89,31.95
4213,typical_day_mean_utci,32.36,33.81,34.98
3999,typical_day_mean_utci,28.29,29.73,30.74
4107,typical_day_mean_utci,30.17,31.62,32.71
4000,typical_day_mean_utci,28.37,29.81,30.82
4108,typical_day_mean_utci,31.29,32.73,33.86
4001,typical_day_mean_utci,28.65,30.09,31.11
4109,typical_day_mean_utci,31.04,32.49,33.62
4002,typical_day_mean_utci,28.95,30.39,31.44
4110,typical_day_mean_utci,30.81,32.27,33.4
4751,typical_day_mean_utci,32.04,33.49,34.66
4644,typical_day_mean_utci,29.58,31.02,32.1
4538,typical_day_mean_utci,31.72,33.18,34.34
4752,typical_day_mean_utci,31.01,32.47,33.6
4645,typical_day_mean_utci,30.77,32.23,33.35
4539,typical_day_mean_utci,31.3,32.76,33.91
4753,typical_day_mean_utci,31.62,33.07,34.21
4646,typical_day_mean_utci,31.7,33.16,34.32
4540,typical_day_mean_utci,32.85,34.32,35.53
4754,typical_day_mean_utci,31.54,32.97,34.11
4216,typical_day_mean_utci,31.95,33.41,34.57
4430,typical_day_mean_utci,32.36,33.82,35.0
4324,typical_day_mean_utci,30.1,31.57,32.69
4217,typical_day_mean_utci,30.18,31.65,32.77
4431,typical_day_mean_utci,30.27,31.73,32.84
4325,typical_day_mean_utci,29.91,31.38,32.49
4218,typical_day_mean_utci,31.99,33.46,34.64
4432,typical_day_mean_utci,30.91,32.37,33.51
4326,typical_day_mean_utci,32.91,34.38,35.6
4219,typical_day_mean_utci,33.38,34.84,36.08
4003,typical_day_mean_utci,29.71,31.15,32.22
4111,typical_day_mean_utci,30.06,31.53,32.65
4004,typical_day_mean_utci,30.98,32.43,33.56
4112,typical_day_mean_utci,32.12,33.59,34.78
4005,typical_day_mean_utci,32.89,34.34,35.54
4113,typical_day_mean_utci,32.77,34.23,35.43
4006,typical_day_mean_utci,32.51,33.96,35.15
4114,typical_day_mean_utci,32.76,34.21,35.4
4007,typical_day_mean_utci,32.47,33.92,35.1
4115,typical_day_mean_utci,33.22,34.68,35.89
3893,typical_day_mean_utci,28.27,29.7,30.71
3894,typical_day_mean_utci,28.27,29.7,30.71
3895,typical_day_mean_utci,28.27,29.7,30.71
3896,typical_day_mean_utci,28.27,29.7,30.71
3897,typical_day_mean_utci,28.27,29.7,30.71
3790,typical_day_mean_utci,28.27,29.7,30.71
3898,typical_day_mean_utci,28.67,30.1,31.13
3791,typical_day_mean_utci,28.27,29.7,30.71
3899,typical_day_mean_utci,29.37,30.81,31.85
3792,typical_day_mean_utci,28.27,29.7,30.71
3686,typical_day_mean_utci,28.27,29.7,30.71
3900,typical_day_mean_utci,29.5,30.94,32.0
3793,typical_day_mean_utci,28.27,29.7,30.71
3901,typical_day_mean_utci,29.32,30.76,31.81
3794,typical_day_mean_utci,28.27,29.7,30.71
4647,typical_day_mean_utci,31.61,33.05,34.19
4755,typical_day_mean_utci,31.06,32.51,33.64
4541,typical_day_mean_utci,32.02,33.48,34.65
4648,typical_day_mean_utci,32.74,34.19,35.39
4756,typical_day_mean_utci,31.63,33.07,34.22
4542,typical_day_mean_utci,31.83,33.26,34.41
4649,typical_day_mean_utci,32.16,33.63,34.8
4757,typical_day_mean_utci,30.84,32.29,33.42
4543,typical_day_mean_utci,33.27,34.72,35.94
4650,typical_day_mean_utci,32.45,33.91,35.09
4433,typical_day_mean_utci,32.11,33.58,34.76
4327,typical_day_mean_utci,33.54,35.0,36.24
4220,typical_day_mean_utci,32.66,34.12,35.31
4434,typical_day_mean_utci,32.4,33.85,35.03
4328,typical_day_mean_utci,33.12,34.58,35.81
4221,typical_day_mean_utci,32.98,34.43,35.64
4435,typical_day_mean_utci,33.25,34.7,35.92
4329,typical_day_mean_utci,33.62,35.08,36.33
4222,typical_day_mean_utci,32.71,34.17,35.37
4436,typical_day_mean_utci,33.35,34.8,36.03
4758,typical_day_mean_utci,31.77,33.2,34.34
4544,typical_day_mean_utci,32.32,33.77,34.95
4651,typical_day_mean_utci,31.25,32.7,33.84
4545,typical_day_mean_utci,30.09,31.55,32.65
4759,typical_day_mean_utci,31.0,32.45,33.57
4652,typical_day_mean_utci,31.53,32.98,34.12
4546,typical_day_mean_utci,29.05,30.51,31.57
4760,typical_day_mean_utci,31.21,32.65,33.79
4653,typical_day_mean_utci,29.17,30.62,31.68
4547,typical_day_mean_utci,29.9,31.36,32.45
4330,typical_day_mean_utci,30.92,32.38,33.51
4223,typical_day_mean_utci,29.43,30.87,31.93
4437,typical_day_mean_utci,29.59,31.05,32.14
4331,typical_day_mean_utci,29.3,30.76,31.83
4224,typical_day_mean_utci,30.23,31.69,32.8
4438,typical_day_mean_utci,29.57,31.03,32.11
4332,typical_day_mean_utci,31.45,32.9,34.04
4225,typical_day_mean_utci,31.05,32.5,33.61
4439,typical_day_mean_utci,30.1,31.56,32.66
4333,typical_day_mean_utci,31.17,32.63,33.76
4008,typical_day_mean_utci,30.53,31.98,33.1
4116,typical_day_mean_utci,30.58,32.02,33.14
4009,typical_day_mean_utci,28.33,29.77,30.78
4117,typical_day_mean_utci,29.59,31.05,32.13
4010,typical_day_mean_utci,29.46,30.92,32.0
4118,typical_day_mean_utci,29.71,31.17,32.25
4119,typical_day_mean_utci,29.67,31.12,32.2
4120,typical_day_mean_utci,28.37,29.81,30.83
4761,typical_day_mean_utci,29.2,30.65,31.71
4654,typical_day_mean_utci,29.84,31.3,32.41
4548,typical_day_mean_utci,29.97,31.43,32.54
4762,typical_day_mean_utci,30.09,31.54,32.65
4655,typical_day_mean_utci,30.58,32.03,33.15
4549,typical_day_mean_utci,30.72,32.17,33.28
4763,typical_day_mean_utci,30.79,32.24,33.35
4656,typical_day_mean_utci,31.47,32.91,34.04
4550,typical_day_mean_utci,31.35,32.81,33.95
4764,typical_day_mean_utci,32.08,33.53,34.69
4226,typical_day_mean_utci,31.86,33.31,34.46
4440,typical_day_mean_utci,29.81,31.26,32.36
4334,typical_day_mean_utci,31.52,32.98,34.12
4227,typical_day_mean_utci,29.24,30.69,31.74
4441,typical_day_mean_utci,30.4,31.85,32.95
4335,typical_day_mean_utci,30.1,31.54,32.63
4228,typical_day_mean_utci,28.24,29.68,30.69
4442,typical_day_mean_utci,31.33,32.78,33.91
4336,typical_day_mean_utci,28.79,30.23,31.27
4443,typical_day_mean_utci,30.24,31.69,32.78
4337,typical_day_mean_utci,28.26,29.7,30.71
4444,typical_day_mean_utci,28.27,29.7,30.71
4657,typical_day_mean_utci,31.37,32.83,33.96
4551,typical_day_mean_utci,30.81,32.26,33.38
4765,typical_day_mean_utci,32.16,33.62,34.79
4658,typical_day_mean_utci,30.98,32.42,33.55
4552,typical_day_mean_utci,28.26,29.69,30.7
4766,typical_day_mean_utci,30.97,32.42,33.54
4659,typical_day_mean_utci,28.5,29.94,30.97
4553,typical_day_mean_utci,28.27,29.7,30.71
4767,typical_day_mean_utci,29.81,31.26,32.34
3902,typical_day_mean_utci,28.26,29.69,30.7
3903,typical_day_mean_utci,28.27,29.7,30.71
4829,typical_day_mean_utci,28.26,29.69,30.7
4937,typical_day_mean_utci,28.26,29.69,30.7
5044,typical_day_mean_utci,28.26,29.69,30.7
4830,typical_day_mean_utci,29.15,30.59,31.64
4938,typical_day_mean_utci,29.08,30.53,31.58
5045,typical_day_mean_utci,29.35,30.81,31.88
4831,typical_day_mean_utci,30.94,32.4,33.53
5154,typical_day_mean_utci,29.68,31.15,32.25
5155,typical_day_mean_utci,30.28,31.75,32.86
4939,typical_day_mean_utci,29.93,31.39,32.51
4832,typical_day_mean_utci,33.59,35.06,36.32
5046,typical_day_mean_utci,29.91,31.38,32.49
4940,typical_day_mean_utci,30.61,32.06,33.19
4833,typical_day_mean_utci,32.29,33.75,34.95
5047,typical_day_mean_utci,30.0,31.47,32.58
4941,typical_day_mean_utci,30.68,32.13,33.25
4834,typical_day_mean_utci,33.83,35.32,36.6
5048,typical_day_mean_utci,29.93,31.39,32.5
4942,typical_day_mean_utci,30.64,32.1,33.22
5156,typical_day_mean_utci,30.03,31.49,32.59
5157,typical_day_mean_utci,29.94,31.4,32.49
5158,typical_day_mean_utci,29.89,31.36,32.48
6124,typical_day_mean_utci,30.45,31.91,33.02
6018,typical_day_mean_utci,30.74,32.2,33.33
6339,typical_day_mean_utci,29.04,30.49,31.57
6447,typical_day_mean_utci,29.47,30.92,32.0
6554,typical_day_mean_utci,29.87,31.32,32.42
6340,typical_day_mean_utci,29.74,31.18,32.26
6448,typical_day_mean_utci,29.85,31.3,32.39
6555,typical_day_mean_utci,30.06,31.5,32.6
6341,typical_day_mean_utci,30.38,31.83,32.93
6449,typical_day_mean_utci,29.83,31.29,32.38
4835,typical_day_mean_utci,33.2,34.67,35.91
5049,typical_day_mean_utci,29.92,31.39,32.48
4943,typical_day_mean_utci,29.91,31.37,32.47
4836,typical_day_mean_utci,32.88,34.35,35.57
5050,typical_day_mean_utci,29.92,31.39,32.49
4944,typical_day_mean_utci,29.92,31.37,32.47
4837,typical_day_mean_utci,31.85,33.3,34.46
5051,typical_day_mean_utci,29.83,31.29,32.39
4945,typical_day_mean_utci,30.09,31.54,32.63
4838,typical_day_mean_utci,32.66,34.12,35.32
5159,typical_day_mean_utci,30.06,31.52,32.63
5160,typical_day_mean_utci,29.49,30.96,32.05
5161,typical_day_mean_utci,29.87,31.32,32.41
5268,typical_day_mean_utci,29.56,31.01,32.09
5162,typical_day_mean_utci,29.81,31.26,32.34
5376,typical_day_mean_utci,29.77,31.21,32.29
5052,typical_day_mean_utci,29.18,30.64,31.73
4946,typical_day_mean_utci,33.05,34.52,35.75
4839,typical_day_mean_utci,32.21,33.66,34.85
5053,typical_day_mean_utci,29.7,31.16,32.27
4947,typical_day_mean_utci,30.49,31.93,33.03
4840,typical_day_mean_utci,31.52,32.96,34.09
5054,typical_day_mean_utci,29.87,31.32,32.41
4948,typical_day_mean_utci,31.65,33.09,34.23
4841,typical_day_mean_utci,32.15,33.6,34.77
5055,typical_day_mean_utci,30.83,32.27,33.39
5483,typical_day_mean_utci,29.79,31.24,32.33
5269,typical_day_mean_utci,29.66,31.12,32.21
5163,typical_day_mean_utci,30.11,31.56,32.66
5377,typical_day_mean_utci,30.21,31.67,32.79
5270,typical_day_mean_utci,30.8,32.26,33.38
5164,typical_day_mean_utci,32.16,33.59,34.75
5378,typical_day_mean_utci,33.23,34.69,35.92
5271,typical_day_mean_utci,32.53,33.98,35.18
5165,typical_day_mean_utci,33.26,34.71,35.94
5379,typical_day_mean_utci,32.51,33.95,35.14
5272,typical_day_mean_utci,33.23,34.68,35.91
5591,typical_day_mean_utci,28.86,30.3,31.36
5698,typical_day_mean_utci,29.82,31.27,32.36
5484,typical_day_mean_utci,29.46,30.92,32.0
5592,typical_day_mean_utci,29.22,30.67,31.74
5699,typical_day_mean_utci,29.97,31.42,32.51
5485,typical_day_mean_utci,31.32,32.77,33.92
5593,typical_day_mean_utci,30.9,32.36,33.5
5700,typical_day_mean_utci,29.63,31.09,32.19
5486,typical_day_mean_utci,33.54,35.0,36.25
4949,typical_day_mean_utci,31.41,32.86,33.98
4842,typical_day_mean_utci,30.7,32.16,33.28
5056,typical_day_mean_utci,31.73,33.17,34.3
4950,typical_day_mean_utci,32.65,34.1,35.28
4843,typical_day_mean_utci,32.81,34.27,35.49
5057,typical_day_mean_utci,33.3,34.75,35.98
4951,typical_day_mean_utci,32.47,33.92,35.12
4844,typical_day_mean_utci,33.68,35.13,36.37
5058,typical_day_mean_utci,33.13,34.59,35.8
4952,typical_day_mean_utci,31.26,32.71,33.85
5166,typical_day_mean_utci,32.56,34.01,35.19
5380,typical_day_mean_utci,31.74,33.18,34.31
5273,typical_day_mean_utci,31.57,33.03,34.19
5167,typical_day_mean_utci,30.08,31.53,32.62
5381,typical_day_mean_utci,33.0,34.45,35.66
5274,typical_day_mean_utci,30.94,32.39,33.51
5168,typical_day_mean_utci,31.4,32.84,33.98
5382,typical_day_mean_utci,33.26,34.72,35.95
5275,typical_day_mean_utci,33.17,34.63,35.87
5169,typical_day_mean_utci,32.53,33.97,35.2
5594,typical_day_mean_utci,32.07,33.53,34.71
5487,typical_day_mean_utci,33.14,34.58,35.8
5701,typical_day_mean_utci,31.4,32.86,34.01
5595,typical_day_mean_utci,32.6,34.04,35.23
5702,typical_day_mean_utci,32.53,33.96,35.15
5488,typical_day_mean_utci,32.56,34.0,35.19
5596,typical_day_mean_utci,31.1,32.54,33.67
5489,typical_day_mean_utci,32.19,33.63,34.8
5703,typical_day_mean_utci,31.6,33.04,34.19
5597,typical_day_mean_utci,31.86,33.3,34.46
4845,typical_day_mean_utci,30.93,32.38,33.51
5059,typical_day_mean_utci,30.64,32.09,33.21
4953,typical_day_mean_utci,29.84,31.29,32.38
4846,typical_day_mean_utci,29.88,31.34,32.42
5060,typical_day_mean_utci,29.88,31.33,32.41
4954,typical_day_mean_utci,30.02,31.47,32.55
5061,typical_day_mean_utci,30.96,32.4,33.53
4847,typical_day_mean_utci,31.77,33.22,34.38
4955,typical_day_mean_utci,30.89,32.32,33.43
5062,typical_day_mean_utci,32.78,34.21,35.4
6232,typical_day_mean_utci,29.72,31.18,32.28
6125,typical_day_mean_utci,31.5,32.95,34.09
6233,typical_day_mean_utci,30.65,32.09,33.2
6126,typical_day_mean_utci,33.62,35.07,36.3
6234,typical_day_mean_utci,32.09,33.54,34.7
6020,typical_day_mean_utci,30.14,31.59,32.7
6127,typical_day_mean_utci,33.28,34.74,35.95
6235,typical_day_mean_utci,31.53,32.97,34.12
6021,typical_day_mean_utci,30.17,31.62,32.72
6128,typical_day_mean_utci,32.01,33.45,34.6
6662,typical_day_mean_utci,30.13,31.56,32.64
6769,typical_day_mean_utci,30.59,32.03,33.14
6663,typical_day_mean_utci,30.7,32.13,33.25
6877,typical_day_mean_utci,29.57,31.02,32.1
6770,typical_day_mean_utci,30.49,31.93,33.04
5911,typical_day_mean_utci,29.8,31.25,32.34
6019,typical_day_mean_utci,30.42,31.87,32.98
5805,typical_day_mean_utci,29.16,30.6,31.66
5912,typical_day_mean_utci,28.95,30.4,31.45
5806,typical_day_mean_utci,30.11,31.56,32.66
5913,typical_day_mean_utci,29.84,31.29,32.38
5807,typical_day_mean_utci,31.08,32.52,33.64
5914,typical_day_mean_utci,30.4,31.84,32.94
5808,typical_day_mean_utci,30.66,32.1,33.21
5915,typical_day_mean_utci,29.2,30.64,31.68
6556,typical_day_mean_utci,29.7,31.15,32.25
6342,typical_day_mean_utci,30.53,31.97,33.08
6450,typical_day_mean_utci,30.4,31.86,32.98
6557,typical_day_mean_utci,29.92,31.37,32.46
6343,typical_day_mean_utci,32.31,33.75,34.92
6451,typical_day_mean_utci,32.02,33.46,34.62
6558,typical_day_mean_utci,31.03,32.48,33.61
6344,typical_day_mean_utci,31.58,33.02,34.16
6452,typical_day_mean_utci,31.45,32.9,34.03
6559,typical_day_mean_utci,31.43,32.88,34.03
6236,typical_day_mean_utci,31.16,32.6,33.73
6022,typical_day_mean_utci,31.19,32.63,33.76
6129,typical_day_mean_utci,32.47,33.92,35.1
6237,typical_day_mean_utci,31.43,32.87,34.0
6023,typical_day_mean_utci,31.62,33.06,34.21
6130,typical_day_mean_utci,31.39,32.84,33.99
6238,typical_day_mean_utci,30.5,31.95,33.07
6024,typical_day_mean_utci,31.85,33.29,34.45
6131,typical_day_mean_utci,30.82,32.27,33.41
6239,typical_day_mean_utci,30.6,32.06,33.18
6664,typical_day_mean_utci,31.42,32.85,33.98
6878,typical_day_mean_utci,30.3,31.75,32.85
6771,typical_day_mean_utci,32.58,34.02,35.2
6665,typical_day_mean_utci,32.51,33.95,35.14
6879,typical_day_mean_utci,29.75,31.19,32.27
6772,typical_day_mean_utci,30.41,31.85,32.95
6666,typical_day_mean_utci,32.64,34.09,35.28
6880,typical_day_mean_utci,30.17,31.62,32.73
6773,typical_day_mean_utci,32.78,34.23,35.41
6667,typical_day_mean_utci,32.23,33.69,34.87
5809,typical_day_mean_utci,30.92,32.37,33.51
5916,typical_day_mean_utci,29.73,31.17,32.23
5810,typical_day_mean_utci,31.58,33.01,34.16
5917,typical_day_mean_utci,31.2,32.63,33.76
5811,typical_day_mean_utci,32.3,33.73,34.91
5918,typical_day_mean_utci,31.91,33.36,34.51
5812,typical_day_mean_utci,31.25,32.7,33.84
5919,typical_day_mean_utci,30.85,32.3,33.43
5813,typical_day_mean_utci,32.6,34.04,35.23
5920,typical_day_mean_utci,33.49,34.95,36.19
6345,typical_day_mean_utci,31.02,32.47,33.6
6453,typical_day_mean_utci,30.17,31.62,32.72
6560,typical_day_mean_utci,30.88,32.34,33.47
6346,typical_day_mean_utci,30.07,31.52,32.6
6454,typical_day_mean_utci,30.92,32.36,33.48
6561,typical_day_mean_utci,32.36,33.81,34.98
6347,typical_day_mean_utci,31.34,32.76,33.88
6455,typical_day_mean_utci,31.43,32.86,34.0
6562,typical_day_mean_utci,32.63,34.07,35.26
6348,typical_day_mean_utci,31.72,33.17,34.32
6025,typical_day_mean_utci,31.67,33.09,34.23
6132,typical_day_mean_utci,31.07,32.5,33.63
6240,typical_day_mean_utci,31.08,32.51,33.63
6026,typical_day_mean_utci,30.84,32.27,33.39
6133,typical_day_mean_utci,31.35,32.79,33.92
6027,typical_day_mean_utci,30.76,32.2,33.32
6241,typical_day_mean_utci,31.07,32.51,33.64
6134,typical_day_mean_utci,31.11,32.55,33.67
6242,typical_day_mean_utci,30.43,31.88,32.98
6028,typical_day_mean_utci,31.6,33.04,34.18
6881,typical_day_mean_utci,32.77,34.21,35.39
6774,typical_day_mean_utci,33.53,34.99,36.22
6668,typical_day_mean_utci,32.2,33.66,34.83
6882,typical_day_mean_utci,31.34,32.79,33.93
6775,typical_day_mean_utci,32.68,34.15,35.35
6669,typical_day_mean_utci,31.73,33.19,34.36
6883,typical_day_mean_utci,31.67,33.12,34.27
6776,typical_day_mean_utci,30.58,32.03,33.16
6670,typical_day_mean_utci,32.32,33.75,34.93
6884,typical_day_mean_utci,31.61,33.06,34.21
7307,typical_day_mean_utci,29.34,30.8,31.88
7521,typical_day_mean_utci,29.89,31.33,32.43
7414,typical_day_mean_utci,29.65,31.09,32.17
7308,typical_day_mean_utci,29.89,31.34,32.42
7522,typical_day_mean_utci,31.24,32.69,33.81
7415,typical_day_mean_utci,30.5,31.95,33.06
7309,typical_day_mean_utci,29.9,31.36,32.45
6985,typical_day_mean_utci,29.71,31.16,32.24
7093,typical_day_mean_utci,30.18,31.61,32.7
6986,typical_day_mean_utci,30.27,31.7,32.8
7200,typical_day_mean_utci,29.66,31.1,32.18
7094,typical_day_mean_utci,30.28,31.72,32.81
7201,typical_day_mean_utci,30.14,31.59,32.69
6987,typical_day_mean_utci,30.14,31.58,32.66
7095,typical_day_mean_utci,30.19,31.63,32.72
7629,typical_day_mean_utci,30.26,31.72,32.82
7737,typical_day_mean_utci,31.06,32.5,33.63
7630,typical_day_mean_utci,32.35,33.8,34.97
7738,typical_day_mean_utci,30.97,32.4,33.52
7631,typical_day_mean_utci,32.5,33.94,35.11
7739,typical_day_mean_utci,31.1,32.54,33.67
7525,typical_day_mean_utci,32.43,33.87,35.04
7632,typical_day_mean_utci,32.42,33.85,35.02
7740,typical_day_mean_utci,30.35,31.8,32.89
7526,typical_day_mean_utci,32.16,33.59,34.76
6988,typical_day_mean_utci,30.46,31.9,33.0
7202,typical_day_mean_utci,30.89,32.34,33.47
7096,typical_day_mean_utci,30.48,31.92,33.01
6989,typical_day_mean_utci,30.21,31.65,32.75
7203,typical_day_mean_utci,30.74,32.19,33.32
7097,typical_day_mean_utci,30.61,32.06,33.17
7204,typical_day_mean_utci,31.39,32.85,34.0
6990,typical_day_mean_utci,31.32,32.77,33.91
7098,typical_day_mean_utci,31.36,32.79,33.93
7205,typical_day_mean_utci,31.5,32.95,34.1
7523,typical_day_mean_utci,30.27,31.73,32.84
7416,typical_day_mean_utci,30.43,31.89,33.01
7310,typical_day_mean_utci,30.75,32.21,33.33
7524,typical_day_mean_utci,31.96,33.41,34.56
7417,typical_day_mean_utci,31.52,32.97,34.1
7311,typical_day_mean_utci,31.53,32.99,34.14
7418,typical_day_mean_utci,32.42,33.87,35.05
7312,typical_day_mean_utci,32.36,33.8,34.97
7419,typical_day_mean_utci,32.59,34.03,35.2
7313,typical_day_mean_utci,32.24,33.68,34.86
7633,typical_day_mean_utci,31.46,32.91,34.05
7527,typical_day_mean_utci,32.69,34.13,35.32
7741,typical_day_mean_utci,31.38,32.83,33.97
7634,typical_day_mean_utci,31.82,33.26,34.4
7742,typical_day_mean_utci,29.95,31.42,32.53
7528,typical_day_mean_utci,32.07,33.51,34.68
7635,typical_day_mean_utci,29.18,30.62,31.68
7743,typical_day_mean_utci,29.87,31.34,32.45
7529,typical_day_mean_utci,31.99,33.44,34.6
7636,typical_day_mean_utci,30.17,31.64,32.75
6991,typical_day_mean_utci,30.27,31.72,32.82
7099,typical_day_mean_utci,30.8,32.26,33.38
7206,typical_day_mean_utci,31.95,33.41,34.57
6992,typical_day_mean_utci,30.12,31.59,32.7
7100,typical_day_mean_utci,30.86,32.32,33.45
6993,typical_day_mean_utci,31.62,33.09,34.26
7207,typical_day_mean_utci,30.55,32.01,33.13
7101,typical_day_mean_utci,30.36,31.82,32.94
7208,typical_day_mean_utci,29.93,31.39,32.5
6994,typical_day_mean_utci,32.66,34.11,35.31
6777,typical_day_mean_utci,31.49,32.94,34.08
6885,typical_day_mean_utci,31.45,32.91,34.07
6671,typical_day_mean_utci,32.04,33.48,34.65
6778,typical_day_mean_utci,32.87,34.31,35.53
6672,typical_day_mean_utci,32.33,33.78,34.96
6886,typical_day_mean_utci,32.1,33.55,34.73
6779,typical_day_mean_utci,33.28,34.73,35.94
6887,typical_day_mean_utci,33.58,35.04,36.28
6673,typical_day_mean_utci,31.57,33.02,34.18
6780,typical_day_mean_utci,33.3,34.75,35.97
7420,typical_day_mean_utci,32.63,34.09,35.28
7314,typical_day_mean_utci,32.19,33.64,34.81
7421,typical_day_mean_utci,31.13,32.58,33.72
7315,typical_day_mean_utci,30.2,31.66,32.77
7422,typical_day_mean_utci,31.41,32.87,34.01
7316,typical_day_mean_utci,29.62,31.08,32.18
7423,typical_day_mean_utci,29.97,31.43,32.55
7317,typical_day_mean_utci,29.37,30.83,31.92
7424,typical_day_mean_utci,29.04,30.51,31.6
7318,typical_day_mean_utci,30.39,31.85,32.96
7102,typical_day_mean_utci,30.26,31.7,32.79
7209,typical_day_mean_utci,30.21,31.66,32.76
